xd_id,sum(label)
160563287,0.0
441550834,0.0
449614894,0.0
449621931,0.0
396090828,0.0
160534724,0.0
429359810,0.0
161016394,0.0
1524507268,0.0
449626623,0.0
441549509,0.0
156391564,0.0
449622692,0.0
160241531,0.0
429334779,0.0
396069406,0.0
160052536,0.0
449631104,0.0
449631020,0.0
1524586301,0.0
1524453946,0.0
1524463383,0.0
1524534194,0.0
449620847,0.0
1524402022,0.0
1524609651,0.0
1524587787,0.0
429335036,0.0
1524322795,0.0
396102614,0.0
449628652,0.0
449628576,0.0
450433809,0.0
449622614,0.0
1524541520,0.0
441419751,0.0
449630905,0.0
449629815,0.0
449629809,0.0
396049024,0.0
160951907,0.0
1524535370,0.0
1524532205,1.0
1524457394,2.0
1524590175,0.0
449614981,0.0
449614953,0.0
449614967,0.0
1524386165,0.0
156139212,0.0
159979451,0.0
155879513,0.0
156170736,0.0
396126493,0.0
1524404250,0.0
156173641,0.0
156159403,0.0
156293636,0.0
156088794,0.0
160639633,0.0
396069005,0.0
429334870,0.0
156062347,0.0
396069177,0.0
449631051,0.0
1524290835,0.0
1524591986,0.0
161050717,0.0
449620719,0.0
156022427,0.0
1524544991,0.0
449622682,0.0
449622661,0.0
441425642,0.0
1524628243,0.0
429334700,0.0
449622688,0.0
441552665,0.0
441549498,0.0
450430884,0.0
155947045,0.0
449629753,0.0
1524534580,0.0
160151384,0.0
155987649,0.0
449636477,0.0
441550800,0.0
449614860,0.0
441550864,0.0
1524393684,0.0
160550706,0.0
461629526,0.0
449626565,0.0
156064344,0.0
156735253,0.0
156050272,0.0
429334919,0.0
1524358421,0.0
160253361,0.0
1524540309,0.0
449617660,0.0
441420540,0.0
449617557,0.0
1524260869,0.0
1524644550,0.0
449619631,0.0
429334597,0.0
449628538,0.0
449628570,0.0
429334607,0.0
441552632,0.0
1524359622,0.0
1524571671,0.0
449627736,0.0
450430912,0.0
396162380,0.0
449617817,0.0
449629739,0.0
1524313536,0.0
160704494,0.0
1524585078,2.0
1524478955,0.0
1524610332,5.0
441550941,0.0
449614857,0.0
1524584503,0.0
1524356290,0.0
449621927,0.0
1524476095,0.0
449626458,0.0
160298833,0.0
159835690,0.0
429359780,0.0
160318663,0.0
449614808,0.0
1524479866,0.0
1524578206,0.0
160360078,0.0
429334915,0.0
1524481743,0.0
449617634,0.0
1524534174,0.0
159697870,0.0
449620764,0.0
449620751,0.0
1524538883,0.0
160246088,0.0
429334584,0.0
1524543306,0.0
1524493901,0.0
1524327456,0.0
160318644,0.0
1524533285,0.0
449628491,0.0
396068428,0.0
429334684,0.0
449630994,0.0
449617725,0.0
449629798,0.0
159969995,0.0
1524516326,0.0
156548712,0.0
160405091,0.0
429360011,0.0
159835840,0.0
1524395391,0.0
1524395656,2.0
461629140,0.0
396070011,0.0
160524503,0.0
160774420,0.0
156003858,0.0
429359794,0.0
1524401942,0.0
1524546639,0.0
449628519,0.0
441550758,0.0
160255719,0.0
160109642,0.0
160242154,0.0
160398025,0.0
1524591943,0.0
1524312870,0.0
1524534127,0.0
396050294,0.0
449619647,0.0
449619649,0.0
429335031,0.0
449622564,0.0
449622556,0.0
396026220,0.0
396068335,0.0
429334580,0.0
396068480,0.0
429334714,0.0
1524556585,0.0
1524585970,0.0
160368618,0.0
449629892,0.0
449630765,0.0
156137123,0.0
159804874,0.0
156030737,0.0
1524332860,0.0
1524630653,1.0
1524646416,0.0
396049240,0.0
1524482308,0.0
160864153,0.0
449626543,0.0
156588611,0.0
1524305948,0.0
159937034,0.0
1524534901,0.0
449637501,0.0
429334766,0.0
160399438,0.0
1524430451,0.0
449631028,0.0
1524562377,0.0
461628615,0.0
1524358151,0.0
449621007,0.0
1524419543,0.0
449617616,0.0
450415934,0.0
449617517,0.0
1524463455,0.0
156522029,0.0
449617565,0.0
1524477707,0.0
1524524479,0.0
1524529396,0.0
1524544685,0.0
449622680,0.0
396028743,0.0
1524474299,0.0
1524331234,0.0
1524387672,0.0
441430182,0.0
441552677,0.0
156947235,0.0
155972054,0.0
449630913,0.0
449630860,0.0
449630718,0.0
449629706,0.0
449629767,0.0
160538234,0.0
156631164,0.0
156439466,0.0
396100187,0.0
156575230,0.0
160190629,0.0
160403770,0.0
160634612,0.0
155914991,0.0
1524313670,7.0
449621907,0.0
449626594,0.0
449636451,0.0
449614926,0.0
156366331,0.0
1524417692,0.0
396004919,0.0
156022279,0.0
1524507243,0.0
449622754,0.0
1524347963,0.0
1524314567,0.0
1524495400,0.0
156257942,0.0
429334781,0.0
441552644,0.0
1524542963,0.0
1524534311,0.0
449617578,0.0
1524534114,0.0
449620979,0.0
1524423113,0.0
1524366520,0.0
429334718,0.0
1524431282,0.0
449630916,0.0
1524463502,0.0
156477420,0.0
449629724,0.0
441415897,0.0
429349577,0.0
1524277419,1.0
1524395436,0.0
1524380208,0.0
449626598,0.0
160503669,0.0
1524460971,0.0
1524344961,0.0
449574975,0.0
449626515,0.0
396126593,0.0
1524304353,0.0
1524277069,0.0
449637509,0.0
156243112,0.0
1524383121,0.0
159817916,0.0
449617698,0.0
449617525,0.0
449617505,0.0
441417093,0.0
1524392129,0.0
1524495816,0.0
429334842,0.0
1524354498,0.0
449628533,0.0
449628599,0.0
156711582,0.0
441552614,0.0
1524405380,0.0
449630983,0.0
156610668,0.0
449629751,0.0
449629747,0.0
449630715,0.0
449629777,0.0
156208257,0.0
396120349,0.0
395959293,0.0
450430918,0.0
1524308299,1.0
1524476318,0.0
441550876,0.0
160357180,0.0
396102741,0.0
1524423450,0.0
160391830,0.0
155879406,0.0
1524389628,0.0
449626613,0.0
396048674,0.0
1524338419,0.0
1524471179,0.0
396068064,0.0
429334868,0.0
1524338614,0.0
449621671,0.0
450415946,0.0
1524534153,0.0
396049284,0.0
1524610637,0.0
450428448,0.0
1524425526,0.0
160676054,0.0
1524422612,0.0
1524483354,0.0
1524380252,6.0
1524525462,0.0
449622626,0.0
1524480377,0.0
441552675,0.0
1524431106,0.0
156129548,0.0
1524424151,0.0
449629870,0.0
449629800,0.0
1524597921,0.0
160550680,0.0
395993118,0.0
160057074,0.0
395959226,0.0
449575010,0.0
159894953,0.0
449618873,0.0
1524405826,0.0
395959346,0.0
160455960,0.0
450428691,0.0
161016322,0.0
396094435,0.0
155953541,0.0
449626626,0.0
1524423551,0.0
449622695,0.0
156123030,0.0
1524280503,0.0
160448054,0.0
1524588780,0.0
1524591980,0.0
449620864,0.0
449620832,0.0
1524333590,0.0
449620724,0.0
441420124,0.0
1524302135,0.0
1524401820,0.0
429334682,0.0
429334752,0.0
1524454680,0.0
1524331187,0.0
449622634,0.0
441430158,0.0
449629878,0.0
449629818,0.0
449617819,0.0
449629730,0.0
1524534595,0.0
160364054,0.0
156041064,0.0
160661253,0.0
159863681,0.0
159811442,0.0
155936744,0.0
1524388515,0.0
160234411,0.0
1524440644,0.0
1524581432,0.0
449621910,0.0
1524589697,0.0
449575017,0.0
449614840,0.0
1524334984,0.0
160661232,0.0
449626442,0.0
156142993,0.0
1524360199,0.0
1524507702,0.0
1524438979,0.0
441550752,0.0
160335059,0.0
441430263,0.0
156325126,0.0
429334948,0.0
155976064,0.0
1524405181,0.0
449621075,0.0
449617468,0.0
449617479,0.0
449620725,0.0
160877178,0.0
1524333864,0.0
1524545904,0.0
1524492813,0.0
429334740,0.0
1524578575,0.0
1524476847,0.0
1524292844,2.0
156689559,0.0
1524475843,0.0
449630918,0.0
159941367,0.0
395959274,0.0
156104104,0.0
156288931,0.0
1524353861,1.0
1524362134,0.0
441550835,0.0
441550823,0.0
1524319872,0.0
396102758,0.0
1524449665,0.0
160389248,0.0
159701605,0.0
156552124,0.0
1524546261,0.0
449626567,0.0
449614807,0.0
1524545618,0.0
1524347791,0.0
1524455517,0.0
159638868,0.0
429334968,0.0
429334966,0.0
160267040,0.0
1524417451,0.0
449631044,0.0
449621079,0.0
449617679,0.0
429335020,0.0
1524519630,0.0
449628646,0.0
449628602,0.0
429334610,0.0
1524422663,0.0
1524339912,1.0
1524633281,0.0
441552763,0.0
429334750,0.0
1524495024,0.0
1524400437,0.0
1524510663,0.0
449630941,0.0
429359876,0.0
160047656,0.0
156645459,0.0
156030557,0.0
156069304,0.0
160156937,0.0
449614893,0.0
1524560572,0.0
1524645372,0.0
156056558,0.0
159829127,0.0
1524546147,0.0
449626570,0.0
1524543207,0.0
1524435417,0.0
441549437,0.0
156484074,0.0
449637515,0.0
160335066,0.0
429334760,0.0
1524265999,0.0
1524290810,0.0
449621052,0.0
449621023,0.0
441420539,0.0
449620740,0.0
160116832,0.0
1524397192,0.0
1524543350,0.0
429334618,0.0
429334677,0.0
429334743,0.0
449622685,0.0
441552740,0.0
449629896,0.0
449629755,0.0
156608639,0.0
1524511650,0.0
159918040,0.0
449620932,0.0
429359943,2.0
1524349775,0.0
1524602392,0.0
441550816,0.0
1524596352,0.0
1524334863,0.0
160480246,0.0
449574969,0.0
429351717,0.0
155947111,0.0
1524352034,0.0
155988259,0.0
156061932,0.0
449626578,0.0
156325902,0.0
160738425,0.0
1524544122,0.0
160073221,0.0
449637512,0.0
449637513,0.0
429334930,0.0
1524409365,0.0
1524420768,0.0
449617624,0.0
449620982,0.0
396035153,0.0
160576356,0.0
156296842,0.0
449619641,0.0
429334854,0.0
449622660,0.0
449628671,0.0
1524547693,0.0
1524450359,0.0
1524631595,0.0
429334613,0.0
429334608,0.0
429334704,0.0
441552627,0.0
1524463524,0.0
449630882,0.0
449617779,0.0
1524482658,0.0
155933875,0.0
396049019,0.0
1524270270,0.0
396049070,0.0
1524369685,0.0
441550912,0.0
1524482099,0.0
449614847,0.0
1524602415,0.0
441550862,0.0
441550866,0.0
156258184,0.0
1524608586,0.0
1524315454,0.0
449617609,0.0
156038086,0.0
156232558,0.0
1524279595,0.0
449631081,0.0
449621031,0.0
1524390086,0.0
1524585597,0.0
1524512557,0.0
1524410884,0.0
156471496,0.0
1524535883,1.0
441549363,0.0
1524461716,0.0
449629869,0.0
449629895,0.0
449617753,0.0
449630766,0.0
1524600285,0.0
155884004,0.0
156523478,0.0
155730113,0.0
160138284,0.0
160127396,0.0
160717427,0.0
1524522044,0.0
1524404509,0.0
441427434,0.0
449614896,0.0
156041034,0.0
449574987,0.0
160124323,0.0
160316842,0.0
160135426,0.0
160606718,0.0
156325918,0.0
1524353639,0.0
159990626,0.0
1524593051,0.0
449615232,0.0
156447152,0.0
449622717,0.0
160036016,0.0
1524279507,0.0
429334821,0.0
429334920,0.0
449631043,0.0
449631111,0.0
449631110,0.0
449621050,0.0
449621039,0.0
450415940,0.0
1524597706,0.0
1524597796,0.0
449617690,0.0
449615000,0.0
160525180,0.0
396050134,0.0
449620782,0.0
449620757,0.0
1524392251,0.0
396159930,0.0
1524543990,0.0
1524386422,0.0
429359744,0.0
1524462518,0.0
1524354475,0.0
449628506,0.0
429334574,0.0
161114999,0.0
1524553047,1.0
1524553659,0.0
449629848,0.0
156345603,0.0
449617754,0.0
429333392,0.0
1524482685,0.0
396049038,0.0
396050506,0.0
159979233,0.0
1524552976,4.0
449614957,0.0
449614898,0.0
449614879,0.0
156537635,0.0
1524549412,0.0
1524557765,0.0
461635939,0.0
159821153,0.0
156026854,0.0
156109839,0.0
156375790,0.0
441550852,0.0
450437261,0.0
1524546262,0.0
429335007,0.0
1524435487,0.0
450428431,0.0
156819049,0.0
429334765,0.0
441552636,0.0
441552637,0.0
429334812,0.0
396095357,0.0
1524556772,0.0
1524586089,0.0
396050256,0.0
1524463449,0.0
160287045,0.0
1524548491,0.0
1524551781,0.0
429335024,0.0
396069568,0.0
449633537,0.0
449623862,0.0
449616674,0.0
449628601,0.0
449628588,0.0
396068327,0.0
396115171,0.0
461632340,0.0
1524468577,0.0
441552598,0.0
396069047,0.0
396092115,0.0
156829147,0.0
396049032,0.0
160962572,0.0
156083584,0.0
396114531,0.0
160922437,0.0
1524292955,0.0
1524356334,0.0
1524381950,4.0
1524357735,0.0
1524531806,0.0
160978062,0.0
441550925,0.0
1524423342,0.0
449626432,0.0
1524423480,0.0
160125806,0.0
450428433,0.0
1524506447,0.0
441427091,0.0
449622750,0.0
449622729,0.0
159937414,0.0
160626474,0.0
396049995,0.0
461628907,0.0
441552649,0.0
159966940,0.0
160723481,0.0
449617631,0.0
396050012,0.0
449620721,0.0
450428443,0.0
160551881,0.0
441552710,0.0
441419949,0.0
441552674,0.0
449630973,0.0
449630944,0.0
449630863,0.0
1524448029,0.0
449630714,0.0
449630786,0.0
449630764,0.0
156531796,0.0
156356761,0.0
429351680,0.0
396049437,0.0
161076790,0.0
155935308,0.0
1524314938,2.0
449621921,0.0
160587248,0.0
1524301102,0.0
449614944,0.0
449626434,0.0
160836160,0.0
396069623,0.0
429356390,0.0
160739882,0.0
441549485,0.0
160843421,0.0
396068794,0.0
449631116,0.0
396083695,0.0
156176995,0.0
1524470655,0.0
1524362090,0.0
1524625898,0.0
441421129,0.0
1524364170,0.0
156189502,0.0
449623521,0.0
429334632,0.0
396068503,0.0
1524583863,0.0
450430899,0.0
449630968,0.0
449630807,0.0
449630801,0.0
449617805,0.0
156127361,0.0
1524482617,0.0
156006017,0.0
156030376,0.0
156524965,0.0
156462061,0.0
1524471843,0.0
449575008,0.0
449575015,0.0
160726844,0.0
441550935,0.0
1524447851,0.0
1524305071,0.0
396012400,0.0
1524439150,0.0
395959304,0.0
159934967,0.0
396069624,0.0
1524424622,0.0
156325911,0.0
161133243,0.0
441549496,0.0
449632093,0.0
160133228,0.0
449637514,0.0
155725149,0.0
429334789,0.0
160740807,0.0
159854858,0.0
449631036,0.0
1524371629,0.0
156605439,0.0
1524525115,0.0
449617682,0.0
449617596,0.0
396050010,0.0
449617465,0.0
396159551,0.0
1524449567,0.0
449628492,0.0
1524385416,0.0
160615110,0.0
450433845,0.0
396101037,0.0
160927461,0.0
441552690,0.0
449617856,0.0
449630893,0.0
449630725,0.0
449617706,0.0
449630788,0.0
449630787,0.0
155884373,0.0
160202609,0.0
156068065,0.0
1524421501,0.0
156057977,0.0
449575016,0.0
1524398037,0.0
449626559,0.0
441550839,0.0
156720290,0.0
396094958,0.0
156027363,0.0
156207313,0.0
449637508,0.0
1524637662,0.0
429334946,0.0
441418942,0.0
449621064,0.0
396098379,0.0
159697915,0.0
1524585669,0.0
1524610851,0.0
156607954,0.0
449628597,0.0
441552593,0.0
396162224,0.0
450430877,0.0
450430859,0.0
1524365299,0.0
1524257647,0.0
449629803,0.0
156490364,0.0
449629894,0.0
449629887,0.0
429359959,0.0
160178358,0.0
156889488,0.0
1524561314,0.0
1524322911,0.0
1524535193,0.0
1524496936,0.0
1524457345,0.0
449621870,0.0
1524327758,0.0
156028146,0.0
156366162,0.0
441550804,0.0
396068613,0.0
1524584736,0.0
1524506353,0.0
449614801,0.0
1524545552,0.0
449622691,0.0
449622709,0.0
429334763,0.0
1524381073,0.0
441426017,0.0
1524322149,0.0
1524463311,0.0
449620803,0.0
160189188,0.0
449619635,0.0
1524323009,0.0
429334646,0.0
450428472,0.0
161065518,0.0
449628575,0.0
1524481196,0.0
1524495752,1.0
441552591,0.0
441549489,0.0
396068328,0.0
1524302324,0.0
449630987,0.0
449630849,0.0
449630894,0.0
449617778,0.0
449629728,0.0
396069416,0.0
160429275,0.0
155885408,0.0
450430934,0.0
160176984,0.0
1524512868,0.0
1524369639,0.0
1524452427,0.0
156545117,0.0
160332653,0.0
156085863,0.0
449614812,0.0
450428445,0.0
1524447216,0.0
160856916,0.0
449628527,0.0
441549486,0.0
1524582094,0.0
441550797,0.0
1524563145,0.0
160554414,0.0
161010646,0.0
161010640,0.0
429334773,0.0
155800999,0.0
429334958,0.0
429334904,0.0
449621673,0.0
1524393106,0.0
449621065,0.0
449621100,0.0
160241332,0.0
449617585,0.0
449617594,0.0
449617561,0.0
449617579,0.0
441552579,0.0
449617497,0.0
450428469,0.0
449628618,0.0
1524493330,0.0
1524321749,0.0
1524321798,0.0
1524395150,2.0
449622631,0.0
441552613,0.0
450430870,0.0
449617772,0.0
449617736,0.0
449617790,0.0
159671993,0.0
1524304980,0.0
159696773,0.0
449575019,0.0
156141931,0.0
1524339365,0.0
449626446,0.0
156190034,0.0
160569456,0.0
159894870,0.0
1524567840,0.0
449622737,0.0
450431422,0.0
160989709,0.0
1524623454,0.0
449621053,0.0
449617490,0.0
449617458,0.0
449620796,0.0
160165337,0.0
1524602709,0.0
1524338417,0.0
449633511,0.0
449622554,0.0
1524305741,0.0
1524315703,1.0
449622604,0.0
396027036,0.0
1524279285,0.0
449629748,0.0
449629715,0.0
156114520,0.0
160745541,0.0
396049794,0.0
441550915,0.0
449614888,0.0
1524395826,0.0
1524439368,0.0
461625759,0.0
1524450692,0.0
156325795,0.0
396005346,0.0
159951074,0.0
449614823,0.0
1524345126,0.0
160709536,0.0
449622753,0.0
159831666,0.0
429334804,0.0
429334876,0.0
429334971,0.0
449631047,0.0
1524515319,0.0
1524453968,0.0
396050216,0.0
161072438,0.0
1524597866,0.0
449617546,0.0
1524524510,0.0
449620755,0.0
429335039,0.0
1524350342,0.0
1524631542,0.0
160066874,0.0
429334614,0.0
1524395080,1.0
1524417996,3.0
1524276500,0.0
1524431480,0.0
429334923,0.0
1524434131,0.0
429360113,0.0
1524304934,0.0
449630841,0.0
449630811,0.0
449629820,0.0
449629808,0.0
156787308,0.0
155997986,0.0
156342560,0.0
1524608428,0.0
160901486,0.0
155742183,0.0
160848093,0.0
1524618367,0.0
156197182,0.0
449626550,0.0
156023898,0.0
1524435061,0.0
160821342,0.0
396068292,0.0
441550820,0.0
160834333,0.0
156541414,0.0
160107032,0.0
449617614,0.0
449626504,0.0
1524360783,0.0
156520292,0.0
429334796,0.0
1524277215,0.0
429334938,0.0
1524358567,0.0
160409593,0.0
441416419,0.0
449621539,0.0
441426010,0.0
396050214,0.0
396050063,0.0
1524316068,0.0
441419717,0.0
160332003,0.0
1524585453,0.0
449620745,0.0
1524593357,0.0
429334596,0.0
429334601,0.0
449626600,0.0
449628654,0.0
449628640,0.0
429334658,0.0
156641763,0.0
396162234,0.0
450430849,0.0
1524475884,0.0
449629819,0.0
156139391,0.0
449630747,0.0
429333388,0.0
156586981,0.0
156722980,0.0
1524333518,0.0
1524460948,0.0
449614938,0.0
449614947,0.0
441550874,0.0
160960418,0.0
1524549882,0.0
160563439,0.0
449626535,0.0
449626495,0.0
395959440,0.0
160731890,0.0
1524511349,0.0
1524329324,0.0
1524278492,0.0
1524262448,0.0
396049815,0.0
441550750,0.0
160121320,0.0
429334799,0.0
449631084,0.0
1524417520,0.0
449617502,0.0
1524585695,0.0
449620980,0.0
429334637,0.0
1524458442,0.0
429334892,0.0
160536867,0.0
396068375,0.0
450430893,0.0
449630972,0.0
449630943,0.0
449629830,0.0
449629805,0.0
449617786,0.0
1524482497,0.0
156775199,0.0
156041440,0.0
396162491,0.0
1524292911,2.0
1524452187,0.0
449626589,0.0
449626586,0.0
156114146,0.0
1524614560,0.0
156276237,0.0
429355123,0.0
449614889,0.0
449614948,0.0
160793146,0.0
441550878,0.0
160262967,0.0
160014115,0.0
1524569684,0.0
450428434,0.0
1524609372,0.0
449628518,0.0
449622752,0.0
450431423,0.0
449631016,0.0
1524417056,0.0
160412764,0.0
1524442074,0.0
449617688,0.0
449617577,0.0
449620886,0.0
396162416,0.0
441556659,0.0
429334587,0.0
429334838,0.0
449626605,0.0
396068395,0.0
1524329256,1.0
396069061,0.0
1524581083,0.0
156350351,0.0
156583151,0.0
156257386,0.0
1524424697,0.0
396114657,0.0
1524357711,0.0
441549346,0.0
449614899,0.0
449614936,0.0
1524586933,0.0
1524559046,0.0
1524582514,0.0
161114638,0.0
159833064,0.0
156542308,0.0
160460866,0.0
449628525,0.0
441430715,0.0
441549469,0.0
160014583,0.0
441552645,0.0
429334819,0.0
429334880,0.0
1524322082,0.0
1524277841,0.0
449629694,0.0
449617670,0.0
449617545,0.0
449620897,0.0
449620750,0.0
1524296326,0.0
1524449543,0.0
1524594096,0.0
155915964,0.0
1524600754,0.0
441552696,0.0
449617692,0.0
450428466,0.0
1524390853,0.0
449629813,0.0
449629729,0.0
449630785,0.0
1524421526,0.0
429359958,0.0
